model;vendor;price;quantity
Samsung Galaxy A3/Duos; Samsung Electronics;407;3
Samsung Galaxy Note 5; Samsung Electronics;254;7
BlackBerry Key2; BlackBerry Mobile;247;5
OnePlus 8T; OnePlus;328;6
BlackBerry KeyOne; BlackBerry Mobile;346;4
ZTE Blade Vec 3G/4G; ZTE;447;4
OnePlus 8; OnePlus;283;7
Moto E (2nd generation); Motorola Mobility;358;7
ZTE Blade S6; ZTE;219;1
Xiaomi Mi MIX 3 5G; Xiaomi;396;4
ZTE Blade Q/Maxi/Mini; ZTE;374;9
HTC Desire V; HTC;359;8
ZTE Blade V; ZTE;360;7
HTC Desire VC; HTC;360;8
Oppo Find; Oppo;334;3
HTC Desire V; HTC;359;5
HTC One V; HTC;240;1
OnePlus 8; OnePlus;283;7
ZTE Blade S6; ZTE;219;3
ZTE Blade G/Lux; ZTE;400;2
Xiaomi Mi 9/SE; Xiaomi;471;6
ZTE Blade Q/Maxi/Mini; ZTE;374;7
Moto X Play; Motorola Mobility;437;5
OnePlus 9; OnePlus;386;7
Xiaomi Mi 10/Pro; Xiaomi;366;1
HTC One V; HTC;240;2
ZTE Blade G/Lux; ZTE;400;9
OnePlus 8 Pro; OnePlus;390;1
Moto E (2nd generation); Motorola Mobility;358;6
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
ZTE Blade Vec 3G/4G; ZTE;447;1
Xiaomi Mi Note 10/Pro; Xiaomi;234;7
OnePlus 9 Pro; OnePlus;483;7
LG K42/K71; LG Electronics;416;6
Xiaomi Black Shark 2; Xiaomi;258;7
HTC Desire C; HTC;199;7
Xiaomi Mi 10/Pro; Xiaomi;366;9
HTC Raider 4G; HTC;286;9
OnePlus 7T Pro; OnePlus;329;1
OnePlus Nord N10 5G; OnePlus;414;1
Moto X Style; Motorola Mobility;232;2
BlackBerry Key2; BlackBerry Mobile;247;5
LG Q61; LG Electronics;326;5
ZTE Blade G V880G; ZTE;274;1
LG Velvet; LG Electronics;496;9
Moto G (3rd generation); Motorola Mobility;206;9
Moto X Style; Motorola Mobility;232;3
ZTE Blade Q/Maxi/Mini; ZTE;374;6
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;1
HTC Amaze 4G; HTC;227;8
BlackBerry Key2; BlackBerry Mobile;247;3
Xiaomi Mi Note 10/Pro; Xiaomi;234;8
Pixel 2/XL; Google;347;7
OnePlus 8 Pro; OnePlus;390;5
HTC Explorer; HTC;396;2
HTC One S C2; HTC;462;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;4
Xiaomi Mi 9/SE; Xiaomi;471;2
Xiaomi Mi 9/SE; Xiaomi;471;3
Xiaomi Mi A3; Xiaomi;253;5
LG K22; LG Electronics;315;7
ZTE Blade G V880G; ZTE;274;5
Pixel 5; Google;408;4
Samsung Galaxy S7/Edge; Samsung Electronics;373;9
HTC Droid Incredible 4G LTE; HTC;290;2
Moto E (1st generation); Motorola Mobility;353;6
Pixel 4/XL; Google;410;2
Xiaomi Mi 10/Pro; Xiaomi;366;8
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;3
Moto E (2nd generation); Motorola Mobility;358;4
Xiaomi Mi 9T; Xiaomi;388;4
HTC One V; HTC;240;4
Oppo Find; Oppo;334;2
OnePlus 8; OnePlus;283;2
Samsung Galaxy A9 (2016); Samsung Electronics;300;7
Moto G4; Motorola Mobility;339;5
Pixel 5; Google;408;3
Xiaomi Black Shark 2; Xiaomi;258;2
OnePlus 9 Pro; OnePlus;483;8
ZTE Blade G/Lux; ZTE;400;4
ZTE Blade V; ZTE;360;7
OnePlus 7T; OnePlus;341;8
Moto E (1st generation); Motorola Mobility;353;7
Xiaomi Mi 9T; Xiaomi;388;2
Moto X Style; Motorola Mobility;232;4
OnePlus Nord; OnePlus;425;5
ZTE Blade Vec 3G/4G; ZTE;447;5
ZTE Blade G V880G; ZTE;274;1
LG Stylo 6; LG Electronics;397;6
Moto G (2nd generation); Motorola Mobility;206;7
HTC Droid Incredible 4G LTE; HTC;290;7
Xiaomi Black Shark 2; Xiaomi;258;8
ZTE Blade Vec 3G/4G; ZTE;447;5
Samsung Galaxy Note Edge; Samsung Electronics;264;7
Moto G (3rd generation); Motorola Mobility;206;1
Moto E3; Motorola Mobility;341;8
Moto X (2nd generation); Motorola Mobility;286;7
HTC Desire C; HTC;199;8
Samsung Galaxy A7/Duos; Samsung Electronics;426;9
HTC Raider 4G; HTC;286;4
BlackBerry Key2; BlackBerry Mobile;247;4
Samsung Galaxy Note 5; Samsung Electronics;254;8
ZTE Blade G2; ZTE;243;3
OnePlus 7T Pro; OnePlus;329;9
Moto E (1st generation); Motorola Mobility;353;5
LG Velvet; LG Electronics;496;1
Moto G (2nd generation); Motorola Mobility;206;5
HTC Sensation XL; HTC;309;7
OnePlus Nord N100; OnePlus;397;2
HTC Desire C; HTC;199;7
Pixel 5; Google;408;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;9
LG K42/K71; LG Electronics;416;3
HTC One S C2; HTC;462;9
Xiaomi Mi A3; Xiaomi;253;2
Samsung Galaxy A3/Duos; Samsung Electronics;407;3
HTC Explorer; HTC;396;9
Pixel 2/XL; Google;347;9
ZTE Blade III Pro; ZTE;234;9
Pixel 5; Google;408;3
LG K31; LG Electronics;270;4
LG Stylo 6; LG Electronics;397;4
HTC One S; HTC;317;6
OnePlus 7T Pro; OnePlus;329;3
OnePlus 8 Pro; OnePlus;390;7
ZTE Blade G2; ZTE;243;4
OnePlus Nord N10 5G; OnePlus;414;2
OnePlus Nord; OnePlus;425;9
HTC Sensation XE; HTC;481;6
OnePlus 7T Pro; OnePlus;329;8
OnePlus Nord N10 5G; OnePlus;414;2
Pixel 3/XL; Google;272;7
HTC Explorer; HTC;396;9
Xiaomi Black Shark 2 Pro; Xiaomi;346;1
HTC Sensation XL; HTC;309;1
Samsung Galaxy S7/Edge; Samsung Electronics;373;2
ZTE Blade Vec 3G/4G; ZTE;447;4
Pixel 4/XL; Google;410;3
Samsung Galaxy A3/Duos; Samsung Electronics;407;5
Samsung Galaxy S7/Edge; Samsung Electronics;373;4
BlackBerry KeyOne; BlackBerry Mobile;346;5
HTC Salsa; HTC;257;8
LG Velvet; LG Electronics;496;8
BlackBerry Key2; BlackBerry Mobile;247;6
OnePlus Nord; OnePlus;425;7
OnePlus 9 Pro; OnePlus;483;8
HTC Rhyme; HTC;201;1
OnePlus 8 Pro; OnePlus;390;4
Pixel 5; Google;408;8
BlackBerry Key2; BlackBerry Mobile;247;6
Samsung Galaxy Note 5; Samsung Electronics;254;8
LG Velvet; LG Electronics;496;1
HTC One S C2; HTC;462;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;1
HTC One S; HTC;317;5
Xiaomi Mi A3; Xiaomi;253;7
Pixel 2/XL; Google;347;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;1
ZTE Blade III Pro; ZTE;234;7
Xiaomi Mi 9/SE; Xiaomi;471;4
LG K22; LG Electronics;315;7
Pixel 5; Google;408;7
Pixel 3a/XL; Google;365;6
ZTE Blade C V807; ZTE;229;3
HTC Desire C; HTC;199;9
Xiaomi Mi 10/Pro; Xiaomi;366;6
ZTE Blade G2; ZTE;243;7
Moto X Play; Motorola Mobility;437;8
HTC Raider 4G; HTC;286;1
HTC Evo 3D; HTC;248;3
Motorola Droid Turbo; Motorola Mobility;444;9
Moto G (3rd generation); Motorola Mobility;206;5
HTC Rhyme; HTC;201;3
HTC One S; HTC;317;1
Moto E (1st generation); Motorola Mobility;353;3
Samsung Galaxy Note 5; Samsung Electronics;254;5
ZTE Blade G/Lux; ZTE;400;5
HTC Desire VC; HTC;360;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;8
HTC Droid Incredible 4G LTE; HTC;290;8
HTC Droid Incredible 4G LTE; HTC;290;8
ZTE Blade L2; ZTE;244;9
Xiaomi Black Shark 2 Pro; Xiaomi;346;4
HTC Droid Incredible 4G LTE; HTC;290;3
HTC Rezound; HTC;209;6
Samsung Galaxy Note 5; Samsung Electronics;254;6
Samsung Galaxy A9 (2016); Samsung Electronics;300;7
HTC Evo 3D; HTC;248;6
ZTE Blade Q/Maxi/Mini; ZTE;374;2
Samsung Galaxy A3/Duos; Samsung Electronics;407;2
Pixel 4a; Google;289;2
HTC Droid Incredible 4G LTE; HTC;290;6
BlackBerry Key2; BlackBerry Mobile;247;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;5
HTC Droid Incredible 4G LTE; HTC;290;8
Samsung Galaxy A7/Duos; Samsung Electronics;426;2
Xiaomi Black Shark 2; Xiaomi;258;2
Xiaomi Mi 9T; Xiaomi;388;8
BlackBerry Motion; BlackBerry Mobile;383;8
ZTE Blade III Pro; ZTE;234;5
HTC Desire C; HTC;199;5
LG Q61; LG Electronics;326;9
HTC Sensation XL; HTC;309;8
Xiaomi Mi 9 Lite; Xiaomi;417;3
Pixel 3/XL; Google;272;7
Moto G (2nd generation); Motorola Mobility;206;5
Samsung Galaxy A5; Samsung Electronics;428;5
Xiaomi Mi 9 Lite; Xiaomi;417;8
Moto E (2nd generation); Motorola Mobility;358;2
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;9
Xiaomi Mi 10/Pro; Xiaomi;366;7
Xiaomi Mi 9 Lite; Xiaomi;417;4
Moto G (3rd generation); Motorola Mobility;206;4
Pixel 4a (5G); Google;469;2
Motorola Droid Turbo; Motorola Mobility;444;7
HTC Droid Incredible 4G LTE; HTC;290;2
HTC One S; HTC;317;4
OnePlus 7T Pro; OnePlus;329;7
HTC Raider 4G; HTC;286;5
HTC Desire C; HTC;199;1
Samsung Galaxy A8/Duos; Samsung Electronics;402;6
Moto G4; Motorola Mobility;339;3
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;4
HTC Sensation XE; HTC;481;1
Samsung Galaxy S7/Edge; Samsung Electronics;373;5
LG K31; LG Electronics;270;7
Samsung Galaxy Note 5; Samsung Electronics;254;1
HTC Desire C; HTC;199;3
Xiaomi Mi 9/SE; Xiaomi;471;4
Xiaomi Black Shark 2 Pro; Xiaomi;346;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;1
ZTE Blade G V880G; ZTE;274;7
Pixel 4a (5G); Google;469;1
Moto E (2nd generation); Motorola Mobility;358;8
OnePlus 9 Pro; OnePlus;483;2
HTC Droid Incredible 4G LTE; HTC;290;2
BlackBerry KeyOne; BlackBerry Mobile;346;5
HTC Explorer; HTC;396;6
Pixel 4/XL; Google;410;2
Moto X Play; Motorola Mobility;437;1
Xiaomi Mi 9T; Xiaomi;388;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;2
LG K31; LG Electronics;270;1
Xiaomi Mi A3; Xiaomi;253;4
LG Stylo 6; LG Electronics;397;5
Samsung Galaxy A9 (2016); Samsung Electronics;300;6
Oppo Find; Oppo;334;2
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
HTC Droid Incredible 4G LTE; HTC;290;5
LG Stylo 6; LG Electronics;397;6
Pixel 4/XL; Google;410;1
Moto X Play; Motorola Mobility;437;4
Samsung Galaxy A8/Duos; Samsung Electronics;402;1
LG Stylo 6; LG Electronics;397;5
Xiaomi Mi 9 Lite; Xiaomi;417;5
HTC Sensation XE; HTC;481;5
LG Velvet; LG Electronics;496;1
LG Q92 5G; LG Electronics;216;4
Xiaomi Mi 9T Pro; Xiaomi;430;8
Moto E3; Motorola Mobility;341;6
LG K22; LG Electronics;315;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;2
HTC Evo Design 4G; HTC;491;3
HTC Desire C; HTC;199;1
Pixel 3/XL; Google;272;2
OnePlus 8 Pro; OnePlus;390;4
Xiaomi Black Shark 2; Xiaomi;258;1
BlackBerry Aurora; BlackBerry Mobile;429;1
HTC Evo 4G LTE; HTC;477;1
ZTE Blade S6; ZTE;219;4
HTC One S; HTC;317;2
LG Q61; LG Electronics;326;5
Pixel 4a; Google;289;8
HTC Evo 4G LTE; HTC;477;7
Samsung Galaxy A5; Samsung Electronics;428;7
HTC One V; HTC;240;7
Xiaomi Mi 9 Lite; Xiaomi;417;4
Pixel 3/XL; Google;272;9
BlackBerry Motion; BlackBerry Mobile;383;2
HTC Rezound; HTC;209;9
Samsung Galaxy S6/Edge; Samsung Electronics;274;5
BlackBerry Key2; BlackBerry Mobile;247;1
Moto X Style; Motorola Mobility;232;6
ZTE Blade G V880G; ZTE;274;8
OnePlus 8 Pro; OnePlus;390;2
Samsung Galaxy A3/Duos; Samsung Electronics;407;1
Samsung Galaxy Note Edge; Samsung Electronics;264;7
Moto G (2nd generation); Motorola Mobility;206;8
ZTE Blade V; ZTE;360;4
ZTE Blade III Pro; ZTE;234;2
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
LG K22; LG Electronics;315;2
OnePlus 8 Pro; OnePlus;390;6
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;7
Samsung Galaxy A5 Duos; Samsung Electronics;200;8
OnePlus 9 Pro; OnePlus;483;5
Pixel 2/XL; Google;347;3
Moto X Play; Motorola Mobility;437;7
Moto E (1st generation); Motorola Mobility;353;2
BlackBerry Motion; BlackBerry Mobile;383;9
Moto X Style; Motorola Mobility;232;7
Samsung Galaxy A9 (2016); Samsung Electronics;300;4
Xiaomi Mi Note 10/Pro; Xiaomi;234;6
ZTE Blade S6; ZTE;219;8
Samsung Galaxy Note Edge; Samsung Electronics;264;3
Moto E3; Motorola Mobility;341;4
HTC One S C2; HTC;462;5
Moto G (2nd generation); Motorola Mobility;206;6
OnePlus 9 Pro; OnePlus;483;9
OnePlus 7T; OnePlus;341;8
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
HTC Sensation XE; HTC;481;2
HTC Rhyme; HTC;201;2
LG K42/K71; LG Electronics;416;7
HTC Evo 4G LTE; HTC;477;3
ZTE Blade Q/Maxi/Mini; ZTE;374;7
Pixel 5; Google;408;6
LG Q61; LG Electronics;326;4
Xiaomi Mi 9/SE; Xiaomi;471;1
Pixel 4a (5G); Google;469;2
HTC Desire C; HTC;199;1
Samsung Galaxy Note 5; Samsung Electronics;254;3
Samsung Galaxy A5; Samsung Electronics;428;7
LG K42/K71; LG Electronics;416;7
HTC One X/XL; HTC;352;1
Motorola Droid Turbo; Motorola Mobility;444;4
OnePlus 8 Pro; OnePlus;390;5
Pixel 5; Google;408;3
HTC Evo 3D; HTC;248;3
Xiaomi Mi 9/SE; Xiaomi;471;8
HTC Evo 3D; HTC;248;1
ZTE Blade V; ZTE;360;7
Xiaomi Mi 10/Pro; Xiaomi;366;8
Xiaomi Black Shark 2 Pro; Xiaomi;346;5
HTC Evo 3D; HTC;248;8
ZTE Blade Vec 3G/4G; ZTE;447;4
Xiaomi Black Shark 2; Xiaomi;258;1
Pixel 3/XL; Google;272;3
HTC One S C2; HTC;462;2
HTC One S C2; HTC;462;2
HTC Desire VC; HTC;360;8
HTC Droid Incredible 4G LTE; HTC;290;6
HTC Sensation XE; HTC;481;6
Samsung Galaxy S6 Edge+; Samsung Electronics;434;2
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
Samsung Galaxy Note 5; Samsung Electronics;254;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;7
Samsung Galaxy S6/Edge; Samsung Electronics;274;2
HTC Evo 3D; HTC;248;1
ZTE Blade L2; ZTE;244;6
Moto X (2nd generation); Motorola Mobility;286;9
ZTE Blade G2; ZTE;243;5
ZTE Blade III Pro; ZTE;234;2
Xiaomi Mi 9 Lite; Xiaomi;417;7
HTC Raider 4G; HTC;286;8
ZTE Blade G V880G; ZTE;274;9
Samsung Galaxy S6 Edge+; Samsung Electronics;434;4
HTC Evo 3D; HTC;248;2
Oppo Find; Oppo;334;4
LG Velvet; LG Electronics;496;5
BlackBerry KeyOne; BlackBerry Mobile;346;5
Xiaomi Mi MIX 3 5G; Xiaomi;396;5
Pixel 4a; Google;289;1
ZTE Blade G V880G; ZTE;274;9
ZTE Blade G/Lux; ZTE;400;3
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;5
OnePlus 9 Pro; OnePlus;483;5
Xiaomi Mi 9T; Xiaomi;388;8
HTC Desire VC; HTC;360;1
HTC Rhyme; HTC;201;4
Moto X (2nd generation); Motorola Mobility;286;4
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
OnePlus 9; OnePlus;386;9
HTC Sensation XE; HTC;481;1
HTC Amaze 4G; HTC;227;7
LG Stylo 6; LG Electronics;397;6
Xiaomi Mi 9/SE; Xiaomi;471;9
OnePlus 8T; OnePlus;328;2
Xiaomi Black Shark 2 Pro; Xiaomi;346;7
BlackBerry KeyOne; BlackBerry Mobile;346;7
Moto E (2nd generation); Motorola Mobility;358;3
Motorola Droid Turbo; Motorola Mobility;444;9
Moto X Play; Motorola Mobility;437;3
HTC One S C2; HTC;462;4
Samsung Galaxy Note 5; Samsung Electronics;254;3
ZTE Blade G V880G; ZTE;274;8
Xiaomi Mi A3; Xiaomi;253;3
ZTE Blade C V807; ZTE;229;9
Moto G (3rd generation); Motorola Mobility;206;2
HTC Evo 3D; HTC;248;1
HTC Rhyme; HTC;201;4
HTC Desire VC; HTC;360;3
HTC Evo 4G LTE; HTC;477;4
Moto G4; Motorola Mobility;339;5
LG K22; LG Electronics;315;3
Samsung Galaxy A5; Samsung Electronics;428;2
Pixel 4/XL; Google;410;9
Moto X Style; Motorola Mobility;232;6
Samsung Galaxy Note Edge; Samsung Electronics;264;8
HTC One S C2; HTC;462;1
Motorola Droid Turbo; Motorola Mobility;444;1
Motorola Droid Turbo; Motorola Mobility;444;9
HTC One V; HTC;240;2
Moto G (3rd generation); Motorola Mobility;206;1
Samsung Galaxy S6 Edge+; Samsung Electronics;434;6
Xiaomi Mi 9T Pro; Xiaomi;430;8
OnePlus 9; OnePlus;386;9
ZTE Director; ZTE;432;6
HTC Sensation XE; HTC;481;9
Moto X (2nd generation); Motorola Mobility;286;7
Moto G (2nd generation); Motorola Mobility;206;8
Samsung Galaxy S6 Edge+; Samsung Electronics;434;1
Xiaomi Mi 9 Lite; Xiaomi;417;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;4
Samsung Galaxy Xcover 3; Samsung Electronics;473;8
OnePlus 8T; OnePlus;328;8
Samsung Galaxy Note Edge; Samsung Electronics;264;2
HTC Sensation XE; HTC;481;7
BlackBerry KeyOne; BlackBerry Mobile;346;7
Pixel 2/XL; Google;347;8
Moto E (1st generation); Motorola Mobility;353;8
Moto E (2nd generation); Motorola Mobility;358;7
OnePlus 8 Pro; OnePlus;390;3
HTC Rhyme; HTC;201;6
ZTE Blade Q/Maxi/Mini; ZTE;374;3
Xiaomi Mi 9T Pro; Xiaomi;430;6
HTC Rezound; HTC;209;5
HTC Raider 4G; HTC;286;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;8
HTC Explorer; HTC;396;6
Pixel 3a/XL; Google;365;6
Pixel 3a/XL; Google;365;5
OnePlus Nord N10 5G; OnePlus;414;2
Samsung Galaxy Note Edge; Samsung Electronics;264;2
HTC One V; HTC;240;2
Moto X Play; Motorola Mobility;437;1
HTC Evo 4G LTE; HTC;477;8
Xiaomi Mi 9T Pro; Xiaomi;430;7
Samsung Galaxy A5 Duos; Samsung Electronics;200;6
Motorola Droid Turbo; Motorola Mobility;444;1
OnePlus 9 Pro; OnePlus;483;4
Oppo Find; Oppo;334;1
ZTE Blade G V880G; ZTE;274;6
Samsung Galaxy Note 5; Samsung Electronics;254;1
Samsung Galaxy A5; Samsung Electronics;428;5
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;8
ZTE Blade C V807; ZTE;229;3
HTC Droid Incredible 4G LTE; HTC;290;9
Moto G (2nd generation); Motorola Mobility;206;8
HTC Rezound; HTC;209;7
HTC Raider 4G; HTC;286;8
Xiaomi Mi A3; Xiaomi;253;7
Xiaomi Mi 10/Pro; Xiaomi;366;7
Xiaomi Mi Note 10/Pro; Xiaomi;234;4
HTC One V; HTC;240;1
Samsung Galaxy Note Edge; Samsung Electronics;264;6
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;3
OnePlus 8 Pro; OnePlus;390;2
LG Q61; LG Electronics;326;8
HTC Rhyme; HTC;201;9
ZTE Blade L2; ZTE;244;7
ZTE Blade G/Lux; ZTE;400;7
BlackBerry Motion; BlackBerry Mobile;383;9
OnePlus 8T; OnePlus;328;6
Xiaomi Mi 9T Pro; Xiaomi;430;9
Samsung Galaxy S6/Edge; Samsung Electronics;274;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;2
Pixel 3/XL; Google;272;9
HTC One S; HTC;317;2
Motorola Droid Turbo; Motorola Mobility;444;2
Samsung Galaxy S7/Edge; Samsung Electronics;373;7
Xiaomi Mi 9T Pro; Xiaomi;430;8
Xiaomi Black Shark 2; Xiaomi;258;5
ZTE Blade G2; ZTE;243;1
HTC Salsa; HTC;257;4
LG Stylo 6; LG Electronics;397;9
OnePlus Nord N100; OnePlus;397;9
Moto E3; Motorola Mobility;341;1
ZTE Director; ZTE;432;6
ZTE Blade S6; ZTE;219;8
HTC Desire V; HTC;359;6
HTC Sensation XE; HTC;481;8
BlackBerry KeyOne; BlackBerry Mobile;346;1
Xiaomi Mi 9/SE; Xiaomi;471;1
HTC One S; HTC;317;8
LG K31; LG Electronics;270;3
Xiaomi Mi 9T Pro; Xiaomi;430;4
Pixel 2/XL; Google;347;8
Xiaomi Mi 10/Pro; Xiaomi;366;7
HTC Explorer; HTC;396;6
Samsung Galaxy S6 Edge+; Samsung Electronics;434;5
Samsung Galaxy Note Edge; Samsung Electronics;264;9
HTC Desire C; HTC;199;2
HTC Evo 4G LTE; HTC;477;3
Pixel 4/XL; Google;410;1
ZTE Director; ZTE;432;7
Motorola Droid Turbo; Motorola Mobility;444;4
HTC One S; HTC;317;6
ZTE Blade Q/Maxi/Mini; ZTE;374;6
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;9
ZTE Blade G/Lux; ZTE;400;6
Samsung Galaxy Note 5; Samsung Electronics;254;6
Motorola Droid Turbo; Motorola Mobility;444;9
ZTE Blade Vec 3G/4G; ZTE;447;2
ZTE Blade G V880G; ZTE;274;6
LG Velvet; LG Electronics;496;9
Motorola Droid Turbo; Motorola Mobility;444;6
HTC Rhyme; HTC;201;5
HTC Evo 4G LTE; HTC;477;8
HTC Sensation XL; HTC;309;6
HTC Rezound; HTC;209;1
OnePlus 7T; OnePlus;341;6
Xiaomi Mi 9T Pro; Xiaomi;430;8
OnePlus 9 Pro; OnePlus;483;5
Samsung Galaxy S6/Edge; Samsung Electronics;274;9
HTC One V; HTC;240;8
ZTE Blade C V807; ZTE;229;2
ZTE Blade L2; ZTE;244;1
BlackBerry Key2; BlackBerry Mobile;247;3
Moto X (2nd generation); Motorola Mobility;286;2
Xiaomi Mi 9/SE; Xiaomi;471;1
HTC Evo 4G LTE; HTC;477;8
HTC Sensation XL; HTC;309;8
Moto X (2nd generation); Motorola Mobility;286;7
HTC Amaze 4G; HTC;227;4
HTC Evo 4G LTE; HTC;477;5
OnePlus 9 Pro; OnePlus;483;8
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
Samsung Galaxy Note 5; Samsung Electronics;254;2
Samsung Galaxy A3/Duos; Samsung Electronics;407;4
BlackBerry Key2; BlackBerry Mobile;247;2
ZTE Blade G2; ZTE;243;2
ZTE Blade G2; ZTE;243;9
ZTE Blade G2; ZTE;243;6
Moto X Style; Motorola Mobility;232;3
HTC Sensation XL; HTC;309;3
LG Q92 5G; LG Electronics;216;9
HTC Rezound; HTC;209;8
Moto X Style; Motorola Mobility;232;1
ZTE Blade L2; ZTE;244;2
ZTE Blade G V880G; ZTE;274;3
Xiaomi Mi 9 Lite; Xiaomi;417;3
OnePlus 8; OnePlus;283;5
ZTE Blade G V880G; ZTE;274;6
Pixel 5; Google;408;5
Samsung Galaxy A5 Duos; Samsung Electronics;200;1
Moto X (2nd generation); Motorola Mobility;286;1
Samsung Galaxy Note 5; Samsung Electronics;254;3
Samsung Galaxy Note Edge; Samsung Electronics;264;1
ZTE Blade G V880G; ZTE;274;1
OnePlus 9 Pro; OnePlus;483;7
LG K42/K71; LG Electronics;416;2
Samsung Galaxy S7/Edge; Samsung Electronics;373;9
HTC One S; HTC;317;5
Moto G4; Motorola Mobility;339;3
Xiaomi Mi MIX 3 5G; Xiaomi;396;9
ZTE Blade L2; ZTE;244;5
HTC Desire V; HTC;359;4
Moto E (2nd generation); Motorola Mobility;358;1
ZTE Director; ZTE;432;9
Moto X (2nd generation); Motorola Mobility;286;6
ZTE Blade G/Lux; ZTE;400;8
ZTE Blade Q/Maxi/Mini; ZTE;374;6
OnePlus Nord N100; OnePlus;397;5
LG K22; LG Electronics;315;2
Samsung Galaxy A3/Duos; Samsung Electronics;407;9
HTC Desire C; HTC;199;7
OnePlus 7T; OnePlus;341;2
OnePlus 9; OnePlus;386;2
ZTE Blade G V880G; ZTE;274;4
OnePlus 8T; OnePlus;328;9
HTC Rezound; HTC;209;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;3
BlackBerry Key2; BlackBerry Mobile;247;6
BlackBerry Key2; BlackBerry Mobile;247;6
ZTE Blade Vec 3G/4G; ZTE;447;5
ZTE Blade V; ZTE;360;4
Pixel 2/XL; Google;347;7
ZTE Blade III Pro; ZTE;234;6
HTC One S; HTC;317;1
ZTE Blade V; ZTE;360;7
Samsung Galaxy A3/Duos; Samsung Electronics;407;4
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
HTC Desire VC; HTC;360;8
Samsung Galaxy A3/Duos; Samsung Electronics;407;1
Samsung Galaxy Note 5; Samsung Electronics;254;7
ZTE Blade Q/Maxi/Mini; ZTE;374;6
HTC One X/XL; HTC;352;6
HTC Rezound; HTC;209;2
BlackBerry Key2; BlackBerry Mobile;247;3
HTC Raider 4G; HTC;286;4
Samsung Galaxy Note Edge; Samsung Electronics;264;4
Moto E (1st generation); Motorola Mobility;353;7
OnePlus 7T Pro; OnePlus;329;6
Moto G4; Motorola Mobility;339;8
OnePlus Nord N100; OnePlus;397;9
LG K31; LG Electronics;270;7
Moto G (2nd generation); Motorola Mobility;206;7
HTC Evo 4G LTE; HTC;477;1
Samsung Galaxy S7/Edge; Samsung Electronics;373;6
Moto G (3rd generation); Motorola Mobility;206;9
Samsung Galaxy A7/Duos; Samsung Electronics;426;2
LG K42/K71; LG Electronics;416;4
OnePlus Nord; OnePlus;425;4
HTC One S C2; HTC;462;2
Moto E3; Motorola Mobility;341;1
Xiaomi Mi MIX 3 5G; Xiaomi;396;7
Motorola Droid Turbo; Motorola Mobility;444;7
ZTE Blade S6; ZTE;219;1
HTC Sensation XL; HTC;309;5
ZTE Blade G2; ZTE;243;2
Xiaomi Black Shark 2; Xiaomi;258;6
HTC One S; HTC;317;1
HTC Desire C; HTC;199;1
Moto X Play; Motorola Mobility;437;9
OnePlus 9 Pro; OnePlus;483;6
Moto E (2nd generation); Motorola Mobility;358;2
Samsung Galaxy Note 5; Samsung Electronics;254;3
HTC One S; HTC;317;1
Samsung Galaxy Note Edge; Samsung Electronics;264;3
HTC Sensation XE; HTC;481;4
LG Q92 5G; LG Electronics;216;8
Moto G (2nd generation); Motorola Mobility;206;6
LG Q92 5G; LG Electronics;216;1
Xiaomi Mi 9/SE; Xiaomi;471;5
Pixel 3a/XL; Google;365;5
Moto G (3rd generation); Motorola Mobility;206;8
Samsung Galaxy A9 (2016); Samsung Electronics;300;2
Oppo Find; Oppo;334;4
OnePlus 8; OnePlus;283;2
ZTE Director; ZTE;432;4
HTC Rezound; HTC;209;2
OnePlus 8; OnePlus;283;2
LG Q61; LG Electronics;326;9
